node_id	display_name	type	gene_or_compound_id	x	y
51	ARF19	gene	AT4G23980	660	176
51	ARF19	gene	AT4G30080	660	176
51	ARF19	gene	AT5G20730	660	176
51	ARF19	gene	AT5G37020	660	176
51	ARF19	gene	AT5G60450	660	176
51	ARF19	gene	AT5G62000	660	176
58	RR19	gene	AT1G49190	570	442
58	RR19	gene	AT1G67710	570	442
58	RR19	gene	AT1G68210	570	442
58	RR19	gene	AT2G01760	570	442
58	RR19	gene	AT2G25180	570	442
58	RR19	gene	AT2G27070	570	442
58	RR19	gene	AT3G16857	570	442
58	RR19	gene	AT3G62670	570	442
58	RR19	gene	AT4G16110	570	442
58	RR19	gene	AT4G31920	570	442
58	RR19	gene	AT5G07210	570	442
58	RR19	gene	AT5G49240	570	442
58	RR19	gene	AT5G58080	570	442
60	RCAR1	gene	AT1G01360	425	747
60	RCAR1	gene	AT1G73000	425	747
60	RCAR1	gene	AT2G26040	425	747
60	RCAR1	gene	AT2G38310	425	747
60	RCAR1	gene	AT2G40330	425	747
60	RCAR1	gene	AT4G01026	425	747
60	RCAR1	gene	AT4G17870	425	747
60	RCAR1	gene	AT4G18620	425	747
60	RCAR1	gene	AT4G27920	425	747
60	RCAR1	gene	AT5G05440	425	747
60	RCAR1	gene	AT5G45860	425	747
60	RCAR1	gene	AT5G45870	425	747
60	RCAR1	gene	AT5G46790	425	747
60	RCAR1	gene	AT5G53160	425	747
62	HAI2	gene	AT1G07430	521	747
62	HAI2	gene	AT1G17550	521	747
62	HAI2	gene	AT1G72770	521	747
62	HAI2	gene	AT2G29380	521	747
62	HAI2	gene	AT3G11410	521	747
62	HAI2	gene	AT4G26080	521	747
62	HAI2	gene	AT5G51760	521	747
62	HAI2	gene	AT5G57050	521	747
62	HAI2	gene	AT5G59220	521	747
67	SNRK2.4	gene	AT1G10940	617	747
67	SNRK2.4	gene	AT1G60940	617	747
67	SNRK2.4	gene	AT1G78290	617	747
67	SNRK2.4	gene	AT2G23030	617	747
67	SNRK2.4	gene	AT3G50500	617	747
67	SNRK2.4	gene	AT4G33950	617	747
67	SNRK2.4	gene	AT4G40010	617	747
67	SNRK2.4	gene	AT5G08590	617	747
67	SNRK2.4	gene	AT5G63650	617	747
67	SNRK2.4	gene	AT5G66880	617	747
68	BAK1	gene	AT4G33430	323	1012
70	GSK1	gene	AT1G06390	551	1073
70	GSK1	gene	AT2G30980	551	1073
70	GSK1	gene	AT4G18710	551	1073
71	BSK4	gene	AT1G01740	371	1073
71	BSK4	gene	AT1G50990	371	1073
71	BSK4	gene	AT1G63500	371	1073
71	BSK4	gene	AT2G17090	371	1073
71	BSK4	gene	AT4G00710	371	1073
71	BSK4	gene	AT4G35230	371	1073
71	BSK4	gene	AT5G41260	371	1073
71	BSK4	gene	AT5G46570	371	1073
72	BKI1	gene	AT5G42750	409	1029
73	BES1	gene	AT1G19350	653	1073
73	BES1	gene	AT1G75080	653	1073
73	BES1	gene	AT3G50750	653	1073
73	BES1	gene	AT4G36780	653	1073
74	BSU1	gene	AT1G03445	459	1073
84	TGA9	gene	AT1G08320	524	1325
84	TGA9	gene	AT1G22070	524	1325
84	TGA9	gene	AT1G68640	524	1325
84	TGA9	gene	AT1G77920	524	1325
84	TGA9	gene	AT3G12250	524	1325
84	TGA9	gene	AT5G06839	524	1325
84	TGA9	gene	AT5G06950	524	1325
84	TGA9	gene	AT5G06960	524	1325
84	TGA9	gene	AT5G10030	524	1325
84	TGA9	gene	AT5G65210	524	1325
85	NPR1	gene	AT1G64280	427	1325
85	NPR1	gene	AT2G41370	427	1325
85	NPR1	gene	AT3G57130	427	1325
85	NPR1	gene	AT4G19660	427	1325
85	NPR1	gene	AT4G26120	427	1325
85	NPR1	gene	AT5G45110	427	1325
88	JAZ5	gene	AT1G17380	598	1197
88	JAZ5	gene	AT1G19180	598	1197
88	JAZ5	gene	AT1G48500	598	1197
88	JAZ5	gene	AT1G70700	598	1197
88	JAZ5	gene	AT1G72450	598	1197
88	JAZ5	gene	AT1G74950	598	1197
88	JAZ5	gene	AT3G17860	598	1197
88	JAZ5	gene	AT3G43440	598	1197
88	JAZ5	gene	AT5G13220	598	1197
88	JAZ5	gene	AT5G20900	598	1197
99	JAR1	gene	AT2G46370	366	1209
110	AFB3	gene	AT1G12820	467	176
110	AFB3	gene	AT3G26810	467	176
110	AFB3	gene	AT3G62980	467	176
110	AFB3	gene	AT4G03190	467	176
112	ARR4	gene	AT1G10470	726	442
112	ARR4	gene	AT1G19050	726	442
112	ARR4	gene	AT1G59940	726	442
112	ARR4	gene	AT1G74890	726	442
112	ARR4	gene	AT2G40670	726	442
112	ARR4	gene	AT2G41310	726	442
112	ARR4	gene	AT3G48100	726	442
112	ARR4	gene	AT3G56380	726	442
112	ARR4	gene	AT3G57040	726	442
112	ARR4	gene	AT5G62920	726	442
115	SLY1	gene	AT4G24210	522	547
116	PIF3	gene	AT1G09530	617	614
116	PIF3	gene	AT2G20180	617	614
116	PIF3	gene	AT2G43010	617	614
116	PIF3	gene	AT2G46970	617	614
116	PIF3	gene	AT3G59060	617	614
116	PIF3	gene	AT3G62090	617	614
116	PIF3	gene	AT4G00050	617	614
116	PIF3	gene	AT4G28790	617	614
116	PIF3	gene	AT4G28800	617	614
116	PIF3	gene	AT4G28811	617	614
116	PIF3	gene	AT5G61270	617	614
120	COI1	gene	AT2G39940	490	1197
122	AT1G50060	gene	AT1G50060	686	1324
122	AT1G50060	gene	AT2G14580	686	1324
122	AT1G50060	gene	AT2G14610	686	1324
122	AT1G50060	gene	AT2G19990	686	1324
122	AT1G50060	gene	AT3G19690	686	1324
122	AT1G50060	gene	AT4G33710	686	1324
122	AT1G50060	gene	AT4G33720	686	1324
122	AT1G50060	gene	AT4G33730	686	1324
125	CYCD3;3	gene	AT3G50070	820	1095
125	CYCD3;3	gene	AT4G34160	820	1095
125	CYCD3;3	gene	AT5G67260	820	1095
126	AT1G23160	gene	AT1G23160	824	176
126	AT1G23160	gene	AT1G28130	824	176
126	AT1G23160	gene	AT1G48660	824	176
126	AT1G23160	gene	AT1G48670	824	176
126	AT1G23160	gene	AT1G59500	824	176
126	AT1G23160	gene	AT2G14960	824	176
126	AT1G23160	gene	AT2G23170	824	176
126	AT1G23160	gene	AT2G47750	824	176
126	AT1G23160	gene	AT4G03400	824	176
126	AT1G23160	gene	AT4G27260	824	176
126	AT1G23160	gene	AT4G37390	824	176
126	AT1G23160	gene	AT5G13320	824	176
126	AT1G23160	gene	AT5G13350	824	176
126	AT1G23160	gene	AT5G13360	824	176
126	AT1G23160	gene	AT5G13370	824	176
126	AT1G23160	gene	AT5G13380	824	176
126	AT1G23160	gene	AT5G51470	824	176
126	AT1G23160	gene	AT5G54510	824	176
127	IAA10	gene	AT1G04100	824	156
127	IAA10	gene	AT1G04240	824	156
127	IAA10	gene	AT1G04250	824	156
127	IAA10	gene	AT1G04550	824	156
127	IAA10	gene	AT1G15050	824	156
127	IAA10	gene	AT1G15580	824	156
127	IAA10	gene	AT1G51950	824	156
127	IAA10	gene	AT1G52830	824	156
127	IAA10	gene	AT1G80390	824	156
127	IAA10	gene	AT2G01200	824	156
127	IAA10	gene	AT2G22670	824	156
127	IAA10	gene	AT2G33310	824	156
127	IAA10	gene	AT2G46990	824	156
127	IAA10	gene	AT3G04730	824	156
127	IAA10	gene	AT3G15540	824	156
127	IAA10	gene	AT3G16500	824	156
127	IAA10	gene	AT3G17600	824	156
127	IAA10	gene	AT3G23030	824	156
127	IAA10	gene	AT3G23050	824	156
127	IAA10	gene	AT3G62100	824	156
127	IAA10	gene	AT4G14550	824	156
127	IAA10	gene	AT4G14560	824	156
127	IAA10	gene	AT4G28640	824	156
127	IAA10	gene	AT4G29080	824	156
127	IAA10	gene	AT4G32280	824	156
127	IAA10	gene	AT5G25890	824	156
127	IAA10	gene	AT5G43700	824	156
127	IAA10	gene	AT5G65670	824	156
128	AT1G16510	gene	AT1G16510	824	196
128	AT1G16510	gene	AT1G19830	824	196
128	AT1G16510	gene	AT1G19840	824	196
128	AT1G16510	gene	AT1G20470	824	196
128	AT1G16510	gene	AT1G29420	824	196
128	AT1G16510	gene	AT1G29430	824	196
128	AT1G16510	gene	AT1G29440	824	196
128	AT1G16510	gene	AT1G29450	824	196
128	AT1G16510	gene	AT1G29460	824	196
128	AT1G16510	gene	AT1G29490	824	196
128	AT1G16510	gene	AT1G29500	824	196
128	AT1G16510	gene	AT1G29510	824	196
128	AT1G16510	gene	AT1G56150	824	196
128	AT1G16510	gene	AT1G75580	824	196
128	AT1G16510	gene	AT1G75590	824	196
128	AT1G16510	gene	AT1G76190	824	196
128	AT1G16510	gene	AT1G79130	824	196
128	AT1G16510	gene	AT2G16580	824	196
128	AT1G16510	gene	AT2G18010	824	196
128	AT1G16510	gene	AT2G21200	824	196
128	AT1G16510	gene	AT2G21210	824	196
128	AT1G16510	gene	AT2G21220	824	196
128	AT1G16510	gene	AT2G24400	824	196
128	AT1G16510	gene	AT2G28085	824	196
128	AT1G16510	gene	AT2G36210	824	196
128	AT1G16510	gene	AT2G37030	824	196
128	AT1G16510	gene	AT2G45210	824	196
128	AT1G16510	gene	AT2G46690	824	196
128	AT1G16510	gene	AT3G03820	824	196
128	AT1G16510	gene	AT3G03830	824	196
128	AT1G16510	gene	AT3G03840	824	196
128	AT1G16510	gene	AT3G03850	824	196
128	AT1G16510	gene	AT3G09870	824	196
128	AT1G16510	gene	AT3G12830	824	196
128	AT1G16510	gene	AT3G20220	824	196
128	AT1G16510	gene	AT3G43120	824	196
128	AT1G16510	gene	AT3G51200	824	196
128	AT1G16510	gene	AT3G53250	824	196
128	AT1G16510	gene	AT3G60690	824	196
128	AT1G16510	gene	AT3G61900	824	196
128	AT1G16510	gene	AT4G00880	824	196
128	AT1G16510	gene	AT4G09530	824	196
128	AT1G16510	gene	AT4G12410	824	196
128	AT1G16510	gene	AT4G13790	824	196
128	AT1G16510	gene	AT4G22620	824	196
128	AT1G16510	gene	AT4G31320	824	196
128	AT1G16510	gene	AT4G34750	824	196
128	AT1G16510	gene	AT4G34760	824	196
128	AT1G16510	gene	AT4G34770	824	196
128	AT1G16510	gene	AT4G34780	824	196
128	AT1G16510	gene	AT4G34790	824	196
128	AT1G16510	gene	AT4G34800	824	196
128	AT1G16510	gene	AT4G34810	824	196
128	AT1G16510	gene	AT4G36110	824	196
128	AT1G16510	gene	AT4G38825	824	196
128	AT1G16510	gene	AT4G38840	824	196
128	AT1G16510	gene	AT4G38850	824	196
128	AT1G16510	gene	AT4G38860	824	196
128	AT1G16510	gene	AT5G10990	824	196
128	AT1G16510	gene	AT5G18010	824	196
128	AT1G16510	gene	AT5G18020	824	196
128	AT1G16510	gene	AT5G18030	824	196
128	AT1G16510	gene	AT5G18050	824	196
128	AT1G16510	gene	AT5G18060	824	196
128	AT1G16510	gene	AT5G18080	824	196
128	AT1G16510	gene	AT5G20810	824	196
128	AT1G16510	gene	AT5G27780	824	196
128	AT1G16510	gene	AT5G50760	824	196
128	AT1G16510	gene	AT5G53590	824	196
128	AT1G16510	gene	AT5G66260	824	196
129	TCH4	gene	AT5G57560	819	1072
136	LAX3	gene	AT1G77690	323	176
136	LAX3	gene	AT2G21050	323	176
136	LAX3	gene	AT2G38120	323	176
136	LAX3	gene	AT5G01240	323	176
137	GBF4	gene	AT1G03970	715	747
137	GBF4	gene	AT1G45249	715	747
137	GBF4	gene	AT1G49720	715	747
137	GBF4	gene	AT2G17770	715	747
137	GBF4	gene	AT2G36270	715	747
137	GBF4	gene	AT2G41070	715	747
137	GBF4	gene	AT3G19290	715	747
137	GBF4	gene	AT3G44460	715	747
137	GBF4	gene	AT3G56850	715	747
137	GBF4	gene	AT4G34000	715	747
137	GBF4	gene	AT4G35900	715	747
137	GBF4	gene	AT5G42910	715	747
137	GBF4	gene	AT5G44080	715	747
180	AT1G24650	gene	AT1G24650	323	269
180	AT1G24650	gene	AT1G66150	323	269
180	AT1G24650	gene	AT2G01820	323	269
180	AT1G24650	gene	AT3G23750	323	269
181	ABP1	gene	AT4G02980	295	252
183	AHA10	gene	AT1G17260	324	331
183	AHA10	gene	AT1G80660	324	331
183	AHA10	gene	AT2G07560	324	331
183	AHA10	gene	AT2G18960	324	331
183	AHA10	gene	AT2G24520	324	331
183	AHA10	gene	AT3G42640	324	331
183	AHA10	gene	AT3G47950	324	331
183	AHA10	gene	AT3G60330	324	331
183	AHA10	gene	AT4G11730	324	331
183	AHA10	gene	AT4G30190	324	331
183	AHA10	gene	AT5G57350	324	331
183	AHA10	gene	AT5G62670	324	331
186	MKK4	gene	AT1G51660	449	280
186	MKK4	gene	AT3G21220	449	280
187	TAR1	gene	AT1G23320	449	303
187	TAR1	gene	AT1G70560	449	303
187	TAR1	gene	AT4G24670	449	303
188	HAI2	gene	AT1G07430	449	325
188	HAI2	gene	AT1G17550	449	325
188	HAI2	gene	AT1G72770	449	325
188	HAI2	gene	AT2G29380	449	325
188	HAI2	gene	AT3G11410	449	325
188	HAI2	gene	AT4G26080	449	325
188	HAI2	gene	AT5G51760	449	325
188	HAI2	gene	AT5G57050	449	325
188	HAI2	gene	AT5G59220	449	325
197	MPK6	gene	AT2G43790	556	280
197	MPK6	gene	AT3G45640	556	280
197	MPK6	gene	AT3G59790	556	280
203	PSKR1	gene	AT2G02220	323	1509
203	PSKR1	gene	AT5G53890	323	1509
204	BAK1	gene	AT4G33430	323	1492
206	CAM4	gene	AT1G66410	493	1632
206	CAM4	gene	AT2G27030	493	1632
206	CAM4	gene	AT2G41090	493	1632
206	CAM4	gene	AT2G41110	493	1632
206	CAM4	gene	AT3G43810	493	1632
206	CAM4	gene	AT3G56800	493	1632
206	CAM4	gene	AT5G21274	493	1632
206	CAM4	gene	AT5G37780	493	1632
206	CAM4	gene	AT5G49480	493	1632
207	PSK1	gene	AT1G13590	244	1509
207	PSK1	gene	AT2G22860	244	1509
207	PSK1	gene	AT3G44735	244	1509
207	PSK1	gene	AT3G49780	244	1509
207	PSK1	gene	AT4G37720	244	1509
207	PSK1	gene	AT5G65870	244	1509
208	CNGC17	gene	AT4G30360	323	1601
210	YUC9	gene	AT1G04180	590	1632
210	YUC9	gene	AT1G04610	590	1632
210	YUC9	gene	AT1G21430	590	1632
210	YUC9	gene	AT1G48910	590	1632
210	YUC9	gene	AT2G33230	590	1632
210	YUC9	gene	AT4G13260	590	1632
210	YUC9	gene	AT4G28720	590	1632
210	YUC9	gene	AT4G32540	590	1632
210	YUC9	gene	AT5G11320	590	1632
210	YUC9	gene	AT5G25620	590	1632
210	YUC9	gene	AT5G43890	590	1632
212	AHA10	gene	AT1G17260	323	1569
212	AHA10	gene	AT1G80660	323	1569
212	AHA10	gene	AT2G07560	323	1569
212	AHA10	gene	AT2G18960	323	1569
212	AHA10	gene	AT2G24520	323	1569
212	AHA10	gene	AT3G42640	323	1569
212	AHA10	gene	AT3G47950	323	1569
212	AHA10	gene	AT3G60330	323	1569
212	AHA10	gene	AT4G11730	323	1569
212	AHA10	gene	AT4G30190	323	1569
212	AHA10	gene	AT5G57350	323	1569
212	AHA10	gene	AT5G62670	323	1569
216	CDPK1	gene	AT1G18890	465	1490
216	CDPK1	gene	AT1G35670	465	1490
216	CDPK1	gene	AT1G49580	465	1490
216	CDPK1	gene	AT1G50700	465	1490
216	CDPK1	gene	AT1G61950	465	1490
216	CDPK1	gene	AT1G74740	465	1490
216	CDPK1	gene	AT1G76040	465	1490
216	CDPK1	gene	AT2G17290	465	1490
216	CDPK1	gene	AT2G17890	465	1490
216	CDPK1	gene	AT2G31500	465	1490
216	CDPK1	gene	AT2G35890	465	1490
216	CDPK1	gene	AT2G38910	465	1490
216	CDPK1	gene	AT2G41140	465	1490
216	CDPK1	gene	AT2G41860	465	1490
216	CDPK1	gene	AT2G46700	465	1490
216	CDPK1	gene	AT3G10660	465	1490
216	CDPK1	gene	AT3G19100	465	1490
216	CDPK1	gene	AT3G20410	465	1490
216	CDPK1	gene	AT3G49370	465	1490
216	CDPK1	gene	AT3G50530	465	1490
216	CDPK1	gene	AT3G51850	465	1490
216	CDPK1	gene	AT3G56760	465	1490
216	CDPK1	gene	AT3G57530	465	1490
216	CDPK1	gene	AT4G04695	465	1490
216	CDPK1	gene	AT4G04700	465	1490
216	CDPK1	gene	AT4G04710	465	1490
216	CDPK1	gene	AT4G04720	465	1490
216	CDPK1	gene	AT4G04740	465	1490
216	CDPK1	gene	AT4G09570	465	1490
216	CDPK1	gene	AT4G21940	465	1490
216	CDPK1	gene	AT4G23650	465	1490
216	CDPK1	gene	AT4G35310	465	1490
216	CDPK1	gene	AT4G36070	465	1490
216	CDPK1	gene	AT4G38230	465	1490
216	CDPK1	gene	AT5G04870	465	1490
216	CDPK1	gene	AT5G12180	465	1490
216	CDPK1	gene	AT5G12480	465	1490
216	CDPK1	gene	AT5G19360	465	1490
216	CDPK1	gene	AT5G19450	465	1490
216	CDPK1	gene	AT5G23580	465	1490
216	CDPK1	gene	AT5G24430	465	1490
216	CDPK1	gene	AT5G66210	465	1490
218	GLN1;5	gene	AT1G48470	563	1490
218	GLN1;5	gene	AT1G66200	563	1490
218	GLN1;5	gene	AT3G17820	563	1490
218	GLN1;5	gene	AT5G16570	563	1490
218	GLN1;5	gene	AT5G35630	563	1490
218	GLN1;5	gene	AT5G37600	563	1490
228	PUB12	gene	AT2G28830	381	1459
228	PUB12	gene	AT3G46510	381	1459
228	PUB12	gene	AT3G54850	381	1459
228	PUB12	gene	AT5G42340	381	1459
230	CAM4	gene	AT1G66410	350	1526
230	CAM4	gene	AT2G27030	350	1526
230	CAM4	gene	AT2G41090	350	1526
230	CAM4	gene	AT2G41110	350	1526
230	CAM4	gene	AT3G43810	350	1526
230	CAM4	gene	AT3G56800	350	1526
230	CAM4	gene	AT5G21274	350	1526
230	CAM4	gene	AT5G37780	350	1526
230	CAM4	gene	AT5G49480	350	1526
231	CGA1	gene	AT4G26150	775	649
231	CGA1	gene	AT5G56860	775	649
234	SPT	gene	AT4G36930	617	580
234	SPT	gene	AT5G67110	617	580
92	GAI	gene	AT1G14920	521	597
92	GAI	gene	AT1G66350	521	597
92	GAI	gene	AT2G01570	521	597
92	GAI	gene	AT3G03450	521	597
92	GAI	gene	AT5G17490	521	597
